timestamp,latitude,longitude,altitude,velocity_north,velocity_east,velocity_down,roll,pitch,yaw,acc_bias_x,acc_bias_y,acc_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,latitude_cov,longitude_cov,altitude_cov,velocity_n_cov,velocity_e_cov,velocity_d_cov,roll_cov,pitch_cov,yaw_cov,acc_bias_x_cov,acc_bias_y_cov,acc_bias_z_cov,gyro_bias_x_cov,gyro_bias_y_cov,gyro_bias_z_cov
2025-06-14T21:17:03Z,40.07424784390164,-75.23970211983954,57.288819663226604,-8.429359988193028,5.991972585266922,-2.0094283008074854,-0.11150948045178666,-0.31790804222328006,0.40492877380529535,0.0010000000007153176,0.0010000000004026788,0.001000000000672685,0.000999999999990564,0.0009999999999834586,0.0009999999999834586,2.0106772587454224e-6,2.010677412263047e-6,6.264386728417279,2.2533541031752673,2.252307835495801,1.591692121781756,0.000019862635759066215,0.000019757535629182054,0.000020277061395001024,0.001002,0.0010019999999999994,0.0010020000000000003,0.0010000199999999995,0.0010000199999999995,0.0010000199999999995
2025-06-14T21:17:04Z,40.07415367033392,-75.23961341659299,56.365158510394394,-12.33964273694437,9.112401899998076,-2.544035282335244,-0.23167575174556987,-0.2224016990094242,0.6688129222675343,0.0010000000007437393,0.0010000000000758291,0.0010000000006158416,0.0009999999999479314,0.0010000000002108322,0.0010000000002108322,3.0106775389593295e-6,3.0106778843347886e-6,6.258101594023489,2.2579969213737296,2.2572024551652285,0.7625749795873943,0.000029243670895575596,0.00002937145449950233,0.000030785131017217194,0.001002999999999999,0.001002999999999999,0.0010029999999999998,0.0010000299999999998,0.0010000299999999998,0.0010000299999999998
2025-06-14T21:17:05Z,40.0740160051698,-75.23949646794625,56.507276724558324,-17.769237802596763,10.808942659175955,-0.8487037530940142,0.032244812424323754,-1.24308946171368,0.3667773483939527,0.0010000000007153176,0.000999999999706347,0.001000000000189516,0.0010000000001468834,0.0010000000003600462,0.001000000000363599,4.010677930210247e-6,4.010678545132536e-6,5.026859983716767,2.268750606374746,2.2712884495108967,0.3668394803523275,0.00027493565447441625,0.00003975344559856431,0.0002322792064014484,0.0010039999999999982,0.0010039999999999982,0.001003999999999999,0.001000039999999999,0.0010000399999999987,0.001000039999999999
2025-06-14T21:17:06Z,40.073853203292046,-75.23932233480801,54.91477902745828,-17.38728104904294,18.85034366650507,-5.399006203981116,-2.718946827837499,-0.9597777550661704,-3.018795508396579,0.001000000000772161,0.0009999999994505515,0.000999999999990564,0.0009999999997489795,0.0010000000000260911,0.0010000000003707044,5.010678428023152e-6,5.010679395104258e-6,4.008107520828333,2.2816653692771274,2.278178591469836,0.20088746919090816,0.0000981307861542505,0.00004924417271606605,0.000152363529103869,0.0010049999999999987,0.0010049999999999987,0.0010049999999999996,0.0010000499999999993,0.0010000499999999993,0.0010000499999999995
2025-06-14T21:17:07Z,40.073669416842,-75.23907626373618,53.845895495731384,-20.306010998785496,23.04876020550728,-1.1408251395914704,-0.67568510278943,-0.8341116865703952,1.574852712554275,0.0010000000005874199,0.0009999999996210818,0.001000000000274781,0.0010000000000047748,0.000999999999940826,0.0010000000006122889,6.010679020550281e-6,6.0106804349725e-6,3.2927796501529154,2.3173032362854267,2.3095513055122074,0.12600210515952937,0.00011731235873773397,0.000043076541128790206,0.00013101550512663668,0.0010059999999999976,0.0010059999999999976,0.0010060000000000002,0.0010000599999999984,0.0010000599999999984,0.0010000599999999984
2025-06-14T21:17:08Z,40.07343287276684,-75.23879000944085,54.75435698358342,-25.48141306010075,25.68143182597123,-1.7469921223673737,-1.1060239131911658,-1.1197369766887277,1.3735606890841154,0.0010000000006300525,0.0009999999991805453,0.00100000000009004,0.001000000000175305,0.0009999999997774012,0.0010000000007650556,7.0106796791797075e-6,7.010681667966598e-6,2.7931514061942657,2.35131680575015,2.345984496382753,0.09036325295520928,0.0002773735532622127,0.000055136805622536627,0.00027379374639559056,0.0010069999999999977,0.0010069999999999977,0.0010069999999999994,0.0010000699999999983,0.0010000699999999983,0.0010000699999999983
2025-06-14T21:17:09Z,40.07314574051872,-75.23847659697269,54.223195704165846,-29.325292172841728,27.662547301501036,-2.7209254013432655,-0.37487025489099324,-1.3705374839046272,0.3952155362603662,0.0010000000005589982,0.0009999999988394848,0.0010000000005589982,0.0009999999999195097,0.0009999999994505515,0.00100000000100664,8.010680341041936e-6,8.010683097625739e-6,2.4387365509375734,2.3915675383005235,2.389997449160543,0.0718645675048197,0.0012436029715721451,0.00006891058266663035,0.0011913013617191781,0.0010079999999999983,0.0010079999999999967,0.0010079999999999993,0.0010000799999999987,0.0010000799999999982,0.0010000799999999987
2025-06-14T21:17:10Z,40.07278871972729,-75.23813961735034,52.67737994110212,-34.77775462297723,29.650348300812766,-3.8350324534403626,1.8968794151005568,-1.3058775781391887,-2.1857517303724308,0.0010000000008147936,0.0009999999985836894,0.0010000000009284804,0.001000000000388468,0.0009999999993155484,0.0010000000008432153,9.010680891877066e-6,9.010684727273728e-6,2.187380017550001,2.4397370795369766,2.452895844396678,0.06624322998618687,0.0007645032988034682,0.00007645751720545274,0.0009453531814010148,0.0010089999999999984,0.001008999999999998,0.0010089999999999984,0.0010000899999999982,0.0010000899999999982,0.0010000899999999982
2025-06-14T21:17:11Z,40.0723359237088,-75.23780210245194,52.601405788678676,-37.43577666580677,27.638240868924186,-0.5089794983578031,-2.2423099145526066,-0.8086954336831695,1.99742568001966,0.0010000000007153176,0.0009999999987400088,0.0010000000010990107,0.0010000000006584742,0.0009999999991805453,0.0010000000010350618,0.000010010681150968214,0.000010010686563707696,2.00740520676179,2.5188542162462095,2.5443334136579385,0.05785206533750324,0.00017081947639917811,0.00006181037366087525,0.00022148384387208597,0.0010099999999999977,0.0010099999999999977,0.0010099999999999977,0.0010000999999999977,0.0010000999999999977,0.0010000999999999977
2025-06-14T21:17:12Z,40.07422781148708,-75.2398947450146,59.581140799447894,-3.4596198371436913,-1.9132812166499207,1.2589068222878268,-2.210705349803902,-1.0140648555097869,2.9502956327341963,0.0010000000005447873,0.0009999999983705266,0.0010000000010421672,0.0010000000010279564,0.0009999999990171204,0.0010000000008929533,1.0202508444696418e-6,1.0202508462205e-6,0.4523559260329698,0.10729399074511192,0.10700324475284462,0.030901839244951768,0.0002493115158169705,0.0000672963772157693,0.00032420469957661276,0.0010109999999999978,0.0010109999999999974,0.0010109999999999974,0.0010001099999999968,0.0010001099999999968,0.0010001099999999968
